,individual_id,generation_index,Distance,Power,Joints,Max parts,Run number
762,270,23,0.855,123.527,8.0,20,0
763,270,24,0.855,123.527,8.0,20,0
764,270,25,0.855,123.527,8.0,20,0
765,270,26,0.855,123.527,8.0,20,0
766,270,27,0.855,123.527,8.0,20,0
767,270,28,0.855,123.527,8.0,20,0
768,270,29,0.855,123.527,8.0,20,0
769,270,30,0.855,123.527,8.0,20,0
770,270,31,0.855,123.527,8.0,20,0
771,270,32,0.855,123.527,8.0,20,0
772,270,33,0.855,123.527,8.0,20,0
773,271,4,0.855,123.527,8.0,20,0
774,271,5,0.855,123.527,8.0,20,0
775,271,6,0.855,123.527,8.0,20,0
776,271,7,0.855,123.527,8.0,20,0
777,271,8,0.855,123.527,8.0,20,0
778,271,9,0.855,123.527,8.0,20,0
779,271,10,0.855,123.527,8.0,20,0
780,271,11,0.855,123.527,8.0,20,0
781,271,12,0.855,123.527,8.0,20,0
782,271,13,0.855,123.527,8.0,20,0
783,271,14,0.855,123.527,8.0,20,0
784,271,15,0.855,123.527,8.0,20,0
785,271,16,0.855,123.527,8.0,20,0
786,271,17,0.855,123.527,8.0,20,0
787,271,18,0.855,123.527,8.0,20,0
788,271,19,0.855,123.527,8.0,20,0
789,271,20,0.855,123.527,8.0,20,0
790,271,21,0.855,123.527,8.0,20,0
791,271,22,0.855,123.527,8.0,20,0
792,271,23,0.855,123.527,8.0,20,0
793,271,24,0.855,123.527,8.0,20,0
794,271,25,0.855,123.527,8.0,20,0
795,271,26,0.855,123.527,8.0,20,0
796,271,27,0.855,123.527,8.0,20,0
797,271,28,0.855,123.527,8.0,20,0
798,271,29,0.855,123.527,8.0,20,0
799,271,30,0.855,123.527,8.0,20,0
800,271,31,0.855,123.527,8.0,20,0
801,271,32,0.855,123.527,8.0,20,0
802,271,33,0.855,123.527,8.0,20,0
803,272,4,1.038,99.206,14.0,20,0
804,272,5,1.038,99.206,14.0,20,0
805,272,6,1.038,99.206,14.0,20,0
806,273,4,0.976,105.659,14.0,20,0
807,273,5,0.976,105.659,14.0,20,0
808,273,6,0.976,105.659,14.0,20,0
809,274,4,0.855,123.527,8.0,20,0
